NDUFA6	MT-ND2
NDUFA5	NDUFA2
MRPL9	MRPL3
BCKDHB	BCKDHA
MRPL2	MRPL32
NDUFA6	NDUFS1
NDUFA10	NDUFA2
SDHB	SDHA
NDUFAB1	NDUFA9
UQCRFS1	UQCRC1
MT-CO2	COX5B
MRPS18B	PTCD3
NDUFA6	NDUFB9
NDUFS1	NDUFB5
NDUFA2	NDUFB7
NDUFS4	NDUFB4
NDUFA6	MT-ND3
MRPL19	MRPL15
MRPS22	MRPS28
NDUFV3	NDUFA2
MRPL1	MRPL4
MRPL22	MRPL17
MRPL22	MRPL2
MRPL19	MRPL44
MRPL19	MRPL24
NDUFS5	NDUFA7
NDUFV3	NDUFS3
NDUFV1	NDUFS7
NDUFS2	NDUFS8
UQCRH	UQCRC1
NDUFS6	NDUFS7
MRPL47	MRPL40
UQCRH	UQCRC2
NDUFV3	NDUFS4
MRPS14	MRPS15
MRPL13	MRPL44
MRPL47	MRPL49
MRPL47	MRPL44
MRPL11	MRPL13
NDUFS5	MT-ND4
MRPL40	MRPS9
MRPL9	MRPL13
MRPL11	MRPL15
MT-ND4	NDUFS6
NDUFA12	NDUFB4
NDUFS1	NDUFA9
MRPS14	MRPS11
MRPL19	MRPL11
MRPL2	MRPL4
NDUFS2	NDUFS4
MT-ND1	NDUFV2
MRPL9	MRPL15
NDUFA8	NDUFB5
NDUFS5	NDUFS8
MRPL2	MRPS7
MRPS14	MRPS2
MRPL19	MRPL21
MRPL2	MRPL17
NDUFA12	NDUFB8
NDUFS5	NDUFS7
NDUFS5	MT-ND6
MRPL44	MRPL32
MRPL24	MRPL13
MT-ND5	NDUFS4
MT-ND1	NDUFS4
MRPL47	MRPL41
NDUFB8	NDUFS4
NDUFA8	NDUFB1
MRPL1	MRPL11
NDUFA8	NDUFB7
MRPL19	MRPL4
NDUFS1	NDUFS5
MT-ND5	NDUFB5
NDUFV3	NDUFV1
NDUFS3	NDUFS7
MRPL41	MRPL13
NDUFS5	NDUFB10
NDUFA7	NDUFS6
MRPL13	MRPS9
BCL2L1	BAX
MRPL38	MRPL3
MRPL19	MRPL41
NDUFV2	NDUFS8
NDUFS5	NDUFS3
MRPL40	MRPL32
MRPL47	MRPL32
MRPL47	MRPL16
MRPL20	MRPL15
NDUFS5	NDUFS4
MRPS18C	MRPS5
NDUFS1	NDUFB9
MRPL22	MRPL41
MRPS22	MRPS18B
MRPL41	MRPL44
MRPS16	MRPS25
MRPS18B	MRPS9
MRPL21	MRPL20
NDUFA12	NDUFS7
NDUFB6	NDUFA8
NDUFS5	NDUFV1
MRPL19	MRPL9
NDUFS5	NDUFS2
MRPL22	MRPL47
MRPL2	MRPL24
MRPL21	MRPL24
NDUFA12	NDUFB3
MRPL46	MRPL4
NDUFB9	NDUFB5
MRPL2	MRPL40
MRPL41	MRPL15
MRPL11	MRPL32
MRPL2	MRPL16
MRPS9	MRPL32
NDUFA12	NDUFS3
MRPL38	MRPL28
NDUFA12	NDUFS4
NDUFS1	NDUFS4
MRPL11	MRPL4
NDUFS5	NDUFV2
MRPS31	MRPS9
DAP3	MRPS31
MRPL47	MRPL17
NDUFS8	NDUFS6
MRPS6	MRPS15
NDUFV3	NDUFV2
NDUFB5	NDUFB7
MRPS23	MRPS9
NDUFS5	MT-ND1
NDUFB6	NDUFS3
NDUFV2	NDUFS7
SUCLG1	SUCLA2
MRPS11	MRPS9
MRPL47	MRPL15
NDUFV2	NDUFA10
MRPL19	MRPL3
NDUFA9	NDUFS3
MRPS15	MRPS9
ICT1	MRPL3
MRPL47	MRPL27
MT-ND4	NDUFB5
BID	CASP2
NDUFA12	NDUFB5
MRPS22	MRPS23
NDUFA8	NDUFS2
MT-CYB	CYC1
NDUFA8	NDUFV1
MRPL9	MRPL4
NDUFV1	NDUFS6
NDUFA12	NDUFV2
MRPL47	MRPL3
MRPL13	MRPL17
MRPS15	MRPS10
NDUFS5	NDUFB7
CYC1	UQCRH
MRPS22	MRPS35
NDUFS1	NDUFS7
MRPL2	MRPL11
NDUFS1	NDUFS8
UQCRQ	UQCRH
MRPL22	MRPL16
NDUFB1	NDUFB5
MRPL19	MRPL40
NDUFS5	NDUFS6
MRPS18B	MRPS35
ESRRA	PPARGC1A
MRPS5	MRPS9
MRPL21	MRPL32
NDUFS1	NDUFB10
MRPL16	MRPL4
MRPL41	MRPL3
MRPL16	MRPS7
MRPS9	PTCD3
NDUFS5	NDUFB5
BAD	BCL2L1
MRPS22	DAP3
MRPL41	MRPL4
NDUFB5	NDUFS7
NDUFS3	NDUFB5
MRPL9	MRPL11
MRPL47	MRPL43
MRPS7	MRPS35
MRPS15	MRPS2
NDUFS5	NDUFB9
NDUFB10	NDUFB5
NDUFV1	NDUFS4
MRPS30	MRPL18
MRPL38	MRPL15
MRPL47	MRPL46
MRPL41	MRPS9
NDUFA12	NDUFA9
NDUFA8	NDUFS6
MRPL21	MRPS9
NDUFB6	NDUFS5
NDUFV3	NDUFS6
MRPL15	MRPL32
MRPL17	MRPL4
MT-ND4	NDUFS3
NDUFA8	NDUFS8
MRPS14	MRPS10
MRPL49	MRPL4
NDUFS5	MT-ND5
UQCRB	UQCRC2
MRPS31	MRPS5
MRPL40	MRPL4
ATP5A1	ATP5B
NDUFV3	NDUFA12
NDUFS6	NDUFB5
MRPS31	MRPS7
MRPL9	MRPL20
NDUFS2	NDUFA10
NDUFA12	NDUFS8
MRPS5	MRPS7
MT-ND5	NDUFA9
MRPL45	MRPL18
MRPL9	MRPL18
MRPL41	MRPL40
NDUFV2	NDUFB4
DAP3	MRPS28
MRPS14	MRPS9
MRPL38	MRPL32
NDUFB10	NDUFS7
MRPS26	MRPS35
NDUFA5	NDUFS7
MRPL47	ICT1
MRPS26	MRPS31
MRPS33	MRPS5
NDUFB8	NDUFB5
NDUFB10	NDUFS3
MRPL18	MRPL20
ATP5C1	ATP5D
ATP5J	ATP5I
PPARG	PPARGC1A
HIF1A	ARNT
MRPS11	MRPS5
MRPL38	MRPL4
MRPL41	MRPL46
MRPL47	MRPL24
MRPS2	MRPS18C
MRPL22	MRPL4
MRPL24	MRPS10
MRPS11	MRPS18C
MRPL41	MRPL17
MRPS24	MRPS5
MRPL45	MRPL37
MRPL9	MRPL46
MRPL24	MRPL28
NDUFA8	NDUFS7
CYC1	UQCRFS1
MRPS22	MRPS11
MRPL18	MRPL3
NDUFA10	NDUFB7
MRPL41	MRPL49
BAK1	BCL2L1
NDUFB6	NDUFA12
MRPL47	MRPL18
ATP5H	ATP5B
MRPL19	MRPL38
MT-ND4	NDUFS7
MRPS33	MRPS31
NDUFB1	NDUFS3
NDUFA12	NDUFV1
NDUFA12	NDUFA7
NDUFA8	NDUFB3
NDUFS2	NDUFS6
MRPL41	MRPL27
MRPL41	MRPL16
MRPS2	MRPS28
UQCRQ	UQCRFS1
ATP5C1	ATP5B
NDUFA8	MT-ND5
NDUFS4	NDUFA9
NDUFA3	NDUFS3
NDUFA13	NDUFS1
NDUFB8	NDUFB9
MRPL18	MRPL13
MRPL24	MRPL38
MT-ND5	NDUFA12
NDUFA12	NDUFB9
NDUFA8	NDUFA7
MRPL4	MRPL32
MRPL47	MRPL34
NDUFA9	NDUFB3
NDUFA8	NDUFB9
PDK3	DLAT
TIMM8A	TIMM13
NDUFB5	NDUFB3
NDUFA13	NDUFS3
MRPL9	MRPL38
MRPL2	MRPL18
MRPL11	MRPL16
NDUFS1	NDUFA12
NDUFA9	NDUFA10
MRPL19	MRPL18
NDUFA9	NDUFB4
IDH3B	IDH3A
MRPS31	MRPS18B
MRPS28	PTCD3
BID	BCL2L1
MTOR	RPS6KB1
NDUFS3	NDUFB3
MRPL36	MRPS35
MRPS15	DAP3
NDUFA9	NDUFB5
MRPL9	MRPL28
MRPL41	MRPL34
MRPL47	MRPL38
MRPL47	MRPL4
MRPS22	MRPS5
NDUFA8	MT-ND4
MRPL18	MRPL24
MRPS26	MRPS18B
MRPL43	MRPL4
NDUFB9	NDUFS3
NDUFV1	NDUFA9
MRPL13	MRPL4
NDUFS6	NDUFB10
MRPL4	MRPL27
MRPL9	MRPL21
NDUFB8	NDUFA9
MRPS31	MRPS10
MRPS2	MRPS7
MRPL38	MRPL16
ATP5A1	ATP5H
NDUFS5	NDUFA12
MRPL40	MRPL38
MRPL18	MRPL17
NDUFA5	NDUFS3
MRPS15	MRPS11
MRPL22	MRPL24
MRPL47	MRPL33
NDUFS5	NDUFB4
NDUFA8	NDUFV2
MRPL24	MRPL4
ATP5A1	ATP5C1
MT-ND2	NDUFS3
NDUFA7	NDUFA9
MRPL44	MRPL4
NDUFB9	NDUFA9
MRPS15	MRPS35
NDUFA9	NDUFS7
MRPL13	ICT1
MRPL17	MRPL3
NDUFB6	NDUFS7
ATP5J	ATP5E
MRPS22	MRPS26
MRPS15	MRPS7
MRPL41	MRPL32
MRPL15	MRPL28
MT-CYB	UQCRH
NDUFB6	NDUFV1
MRPL17	MRPL28
MRPL40	MRPL11
NDUFS6	NDUFB3
MRPL3	MRPL28
MRPL37	MRPL13
MRPL50	MRPL15
MRPS9	MRPS25
MRPL20	MRPL43
HSD17B8	CBR4
ATP5A1	ATP5J2
ATP5I	ATP5L
MRPL52	MRPL13
APAF1	CASP9
MRPL50	MRPS18A
MRPS22	MRPS25
MRPL14	MRPL15
NDUFS8	NDUFA9
ATP5A1	ATP5I
MRPL45	MRPL32
NDUFV2	NDUFA9
MRPL2	MRPL35
MRPL11	MRPL38
ATP5I	ATP5E
MRPL19	MRPL1
NDUFA8	NDUFB8
GADD45GIP1	MRPL11
MRPL57	MRPL15
ATP5O	ATP5D
MRPL14	MRPL40
MRPL9	MRPL44
MRPL19	MRPL28
NDUFS7	NDUFB7
MRPL47	MRPS18A
MRPS27	MRPS28
MRPL38	MRPL44
MRPL2	MRPL28
NDUFB6	NDUFS6
MRPL18	MRPL32
NDUFA3	NDUFA8
MRPL9	MRPL37
MRPL24	MRPL51
MRPS30	MRPS18A
MRPL37	ICT1
MRPS28	MRPS9
MRPL50	MRPL4
MRPL35	MRPL49
NDUFA8	NDUFA9
MRPL52	MRPL51
MRPS31	MRPS18C
MRPS15	MRPS28
NDUFA13	NDUFB3
NDUFA3	NDUFS6
NDUFB8	NDUFS3
MRPL14	MRPL16
NDUFS6	NDUFA9
NDUFB11	NDUFS3
MRPL14	MRPL41
MRPL35	MRPL15
MRPL18	MRPL38
ATP5H	ATP5O
MRPL37	MRPL32
NDUFC2	NDUFB5
MRPL43	MRPL40
MRPL21	MRPL40
MRPL9	MRPL40
MRPL18	MRPL4
ATP5A1	ATP5O
MRPS18B	MRPS25
NDUFA8	NDUFA1
ATP5A1	ATP5D
MRPS23	MRPS5
MT-ND6	NDUFS3
MRPL47	MRPL37
ATP5H	ATP5D
MRPL45	MRPL24
MRPL20	MRPL1
MRPS30	MRPL17
MRPL24	MRPL44
MRPL24	MRPL46
MRPL38	MRPL13
GADD45GIP1	MRPL28
NDUFA13	NDUFC2
MRPS15	MRPS25
MRPS14	MRPS31
ATP5J	ATP5D
MRPL57	MRPL28
NDUFS5	NDUFA9
MRPL52	MRPL38
NDUFS6	NDUFB4
MRPL42	MRPL43
PDHX	DLD
MRPL50	MRPL32
MRPL42	MRPS9
TIMM8B	TIMM13
MRPL47	MRPL9
NDUFA12	NDUFS6
MRPL2	MRPL14
MRPL32	MRPL28
ATP5I	ATP5H
MRPS30	MRPL35
MRPL45	MRPL9
MRPL33	MRPL4
MRPL42	MRPL3
MRPL45	MRPL51
MRPS11	MRPS31
NDUFS4	NDUFB5
MRPL42	MRPL32
MRPS11	PTCD3
MRPS25	MRPS7
NDUFAB1	NDUFS3
MRPL52	ICT1
MRPL50	MRPL16
MRPL52	MRPL3
MRPS26	MRPS5
MRPL41	MRPL9
MRPS9	MRPS7
MRPS25	MRPS35
MRPL41	MRPL51
MRPL21	MRPL38
MRPS31	MRPS25
NDUFA8	NDUFS3
MRPL14	MRPL38
MRPS18A	MRPL35
MT-ND4	NDUFS4
MRPL42	MRPL13
MRPL19	MRPL14
MRPS33	MRPS2
UQCRB	UQCRQ
MRPL46	MRPL48
NDUFAB1	NDUFS6
MRPL50	MRPL37
MRPL35	MRPL3
NDUFA13	NDUFS2
MRPS22	MRPS9
MRPL14	MRPS10
NDUFS2	NDUFA9
MRPL19	MRPL50
MRPL37	MRPL28
ATP5I	ATP5D
MRPL47	MRPL50
MRPL41	ICT1
MRPL57	MRPL38
MRPL42	MRPL37
NDUFA13	NDUFS8
PDHB	DLAT
ATP5J2	ATP5D
MRPL37	MRPL17
MRPL42	MRPS28
ATP5B	ATP5D
NDUFS3	NDUFB7
MRPL18	ICT1
MRPS5	PTCD3
MRPL50	MRPL38
MRPS22	MRPS15
MRPS26	MRPS28
NDUFA5	NDUFA12
MRPS30	MRPL30
MRPL18	MRPL37
UQCR11	UQCRQ
MRPS2	MRPS11
MRPL50	MRPL44
MRPL46	MRPL3
MRPS11	MRPS18B
MRPL37	MRPL51
MRPS5	MRPS25
NDUFV2	NDUFB10
NDUFA13	MT-ND4
NDUFB2	NDUFB3
MRPL19	MRPL43
MRPL45	MRPL19
NDUFAB1	NDUFB9
CYC1	UQCRC2
ICT1	MRPL4
MRPL13	MRPL27
NDUFA3	NDUFB6
MRPL19	MRPS9
NDUFB2	NDUFA8
MRPL19	MRPL27
MRPS2	MRPL13
MRPL9	MRPL16
MRPL21	MRPL51
MRPL19	MRPS2
MRPL57	MRPL32
MRPS2	MRPL44
ATP5I	ATP5B
NDUFAB1	NDUFB4
MRPS23	MRPS11
MRPL42	MRPL41
ATP5J2	ATP5B
MCL1	BAX
UQCRQ	UQCR10
MRPS2	MRPL46
MRPL38	MRPL51
NDUFAB1	NDUFA7
NDUFA13	NDUFA9
MRPL24	MRPL37
MRPL50	MRPL20
MRPS2	MRPS10
MRPS9	MRPS10
MRPL19	MRPL49
MRPL16	MRPL17
MRPL22	MRPL36
MRPS30	MRPL3
NDUFAB1	MT-ND3
MRPL37	MRPL44
MRPL2	MRPL37
MRPL22	MRPL14
NDUFAB1	MT-ND5
ATP5J	ATP5O
NDUFAB1	NDUFV3
MRPL37	MRPL40
NDUFAB1	NDUFB6
MRPL42	MRPL16
MRPS16	MRPS5
MRPL15	MRPS9
NDUFB6	NDUFS8
MRPL21	MRPL4
MRPL50	MRPL3
MRPL1	MRPL33
CIAO1	MMS19
MRPL45	MRPL41
MRPS30	MRPL16
DLST	OGDH
DAP3	MRPS11
MRPL41	MRPL37
MRPL45	MRPL50
NDUFAB1	NDUFB7
MRPS30	MRPL20
MT-ND1	NDUFA12
NDUFAB1	NDUFS7
NDUFB6	NDUFA7
NDUFAB1	MT-ND4
NDUFB6	NDUFS2
UQCRFS1	UQCRC2
MRPS15	MRPS31
NDUFAB1	MT-ND2
MRPL50	MRPL40
NDUFAB1	NDUFA3
NDUFAB1	NDUFS4
NDUFA8	NDUFC2
MRPL49	MRPL44
NDUFAB1	NDUFB1
MRPL50	MRPL24
MRPS26	MRPS9
MRPS11	MRPS7
MRPL36	MRPL27
NDUFS1	NDUFV3
MRPS16	MRPS35
MRPS15	MRPL16
MRPL37	MRPL38
NDUFB1	NDUFA9
MRPS30	MRPL19
MRPS30	MRPL44
NDUFS1	NDUFA8
NDUFB9	NDUFB7
MRPS15	MRPL17
MRPS2	MRPL17
MRPL50	MRPL46
NDUFAB1	NDUFV2
MRPL52	MRPL32
MRPL4	MRPL34
MRPS12	MRPS2
MRPL35	MRPL34
MRPS16	MRPS10
MRPL44	MRPL51
NDUFA9	NDUFB7
NDUFA13	NDUFV2
MRPS30	MRPL46
MRPS15	MRPS16
MRPL50	MRPL57
ATP5E	ATP5D
UQCR11	UQCRFS1
NDUFA8	MT-ND1
NDUFAB1	NDUFB8
MRPL45	MRPL11
MRPS2	MRPL27
NDUFAB1	NDUFC1
BCL2	BCL2L11
MRPL50	MRPL28
IMMT	MTX2
MT-ND4	MT-ND5
ATP5I	ATP5O
NDUFAB1	MT-ND1
ATP5G1	ATP5G3
MRPS18A	MRPL41
MRPL16	MRPL27
MRPL47	MRPL11
MRPL52	MRPL49
NDUFS8	NDUFB5
MRPL36	MRPL16
MRPL45	MRPL15
MRPS14	MRPS25
MRPL15	MRPL27
NDUFS4	NDUFS7
NDUFAB1	NDUFB2
ATP5O	ATP5B
NDUFAB1	NDUFB5
MRPS12	MRPS16
MRPL50	MRPL35
NDUFAB1	NDUFA8
ICT1	MRPL28
MRPS24	MRPS31
MRPS30	MRPL40
MRPL36	MRPS15
NDUFA13	NDUFA7
NDUFAB1	NDUFA11
ATP5F1	ATP5O
MT-CYB	UQCR10
MRPS30	MRPL24
NDUFB2	NDUFS8
UQCR10	UQCRC2
MRPL22	MRPL9
NDUFA13	NDUFV1
NDUFAB1	NDUFA1
MRPL27	MRPL32
MRPS2	MRPL49
MRPL19	MRPL17
MRPS2	MRPL43
MRPS33	MRPS15
MRPL42	MRPL4
MRPL3	MRPL27
MRPL19	MRPL57
MRPS30	MRPL48
NDUFA8	NDUFS5
MT-ND3	NDUFA9
MRPL45	MRPL38
MRPL16	MRPL28
NDUFAB1	NDUFB10
NDUFAB1	NDUFS1
NDUFA8	NDUFS4
MRPL50	GADD45GIP1
PDHB	PDHX
NDUFS1	NDUFB6
MRPL42	MRPL40
MRPL45	MRPL13
NDUFB10	NDUFA9
MT-ND3	MT-ND4
NDUFAB1	NDUFB3
MRPL2	MRPS16
NDUFAB1	NDUFS8
MRPL14	MRPL4
MRPL47	MRPL35
ATP5J	ATP5B
MRPL42	ICT1
NDUFB9	NDUFB10
MRPS16	DAP3
MRPL49	MRPL15
MRPL9	MRPL27
NDUFB1	NDUFS4
NDUFS5	NDUFV3
MRPS30	GADD45GIP1
MRPL24	MRPL40
MRPL16	MRPL44
NDUFAB1	NDUFA12
MRPL50	MRPL48
NDUFA3	NDUFS5
MRPS14	MRPS16
NDUFAB1	NDUFA2
NDUFS2	NDUFB4
NDUFAB1	NDUFC2
MRPS22	MRPS31
MRPS2	MRPS31
MT-CYB	UQCRC2
MRPS11	MRPS10
NDUFV2	NDUFA7
MRPL37	MRPL3
NDUFS5	NDUFB8
NDUFAB1	NDUFS2
NDUFA12	NDUFB10
MRPL41	MRPL52
MRPL49	MRPL28
NDUFAB1	NDUFA10
NDUFAB1	NDUFS5
NDUFA13	NDUFS6
MRPS9	MRPL27
UQCRQ	CYC1
MRPS12	MRPS15
NDUFB6	NDUFV2
NDUFA8	NDUFB4
NDUFAB1	NDUFV1
MRPL38	MRPL49
ICT1	MRPL51
MRPS9	MRPL4
UQCR10	UQCRFS1
MRPS18A	DAP3
MT-ND1	NDUFB5
MRPS15	MRPS18A
MRPL49	MRPL27
MRPL43	MRPS5
ATP5A1	ATP5L
NDUFA2	NDUFB4
MRPL36	MRPS16
MRPL50	MRPL9
MRPL9	MRPS9
MT-ND3	NDUFV2
MRPL42	MRPL46
MRPL47	MRPS16
MT-ND5	NDUFB9
NDUFA5	NDUFB9
NDUFB6	NDUFS4
NDUFB1	NDUFV2
MRPS15	MRPL13
MRPS14	MRPS18A
MRPL42	MRPL57
MRPS18C	MRPS9
MRPL47	MRPL14
MRPS15	MRPS18C
MRPS18A	MRPL15
MRPL47	MRPS2
MRPS18C	MRPS10
DAP3	MRPL16
MRPL36	MRPL49
MRPS6	MRPL15
MRPL47	MRPL48
MRPL2	MRPL50
MRPS16	MRPL16
MRPL21	MRPL3
NDUFA8	MT-ND2
MRPS16	MRPL32
NDUFA3	NDUFB9
MRPS16	MRPL33
MRPL3	MRPL44
MT-ND4	MT-ND1
NDUFB6	NDUFB10
NDUFS2	MT-ND2
UQCR11	CYC1
MRPS18C	MRPS25
SDHB	SDHC
MRPS30	MRPL47
MRPS26	MRPS15
MT-ND5	NDUFB4
MRPL38	MRPS9
MRPL36	MRPS5
MRPL40	MRPL27
NDUFA13	NDUFS5
MRPL13	MRPS5
MRPL22	MRPL34
MRPL19	MRPS16
MRPL22	MRPL19
MRPL33	MRPL27
MRPL36	MRPL44
MRPL2	MRPS5
MRPS30	MRPL50
MRPL20	MRPL35
MRPL47	MRPL57
ICT1	MRPS9
UQCR11	UQCR10
MRPL15	MRPL44
MT-ND5	NDUFA2
MRPS15	MRPL15
MRPL15	MRPL34
MRPL36	MRPL4
NDUFV1	NDUFA7
MRPL2	MRPS10
NDUFB5	NDUFB4
MRPL13	MRPL32
MRPL4	MRPS35
MRPL43	MRPL34
MT-ND2	NDUFA2
MRPS14	MRPL33
MRPL34	MRPL28
MRPL45	MRPL47
MT-ND6	NDUFA7
AURKAIP1	MRPS18B
MT-ND5	NDUFA7
NDUFB2	NDUFV2
MRPS5	MRPL44
NDUFC1	NDUFB6
MRPL36	ICT1
NDUFB6	NDUFB4
MRPS18A	MRPS9
MRPS14	MRPS12
MRPL24	MRPL11
MRPS18A	MRPS25
MRPL36	MRPS9
PFKM	PFKL
MT-ND6	NDUFA2
NDUFA3	MT-ND5
NDUFA6	MT-ND6
NDUFA3	NDUFB4
MT-CYB	UQCRC1
MRPL44	MRPS10
MT-ND3	MT-ND1
NDUFC1	NDUFA8
MRPS24	MRPS11
MRPL21	MRPL17
MRPL16	MRPL49
NDUFA7	NDUFB3
MRPL21	MRPL15
MRPL24	MRPL27
MT-ND3	NDUFA2
MRPS30	MRPL2
DAP3	MRPL44
MRPS12	MRPS6
MRPL2	MRPS35
MRPL20	MRPL32
MRPS16	MRPL41
MRPL49	MRPL3
MRPL17	MRPL15
NDUFV3	NDUFA9
NDUFS2	NDUFB1
NDUFB6	MT-ND1
MRPL46	MRPL15
MRPL21	ICT1
NDUFA3	MT-ND2
NDUFB6	NDUFB9
MRPL20	MRPL17
MRPL50	MRPL14
MRPS9	MRPL34
GLUD2	GLUD1
MRPL13	MRPL28
MRPL9	MRPL33
MRPL36	MRPL46
MRPL35	MRPL40
MRPL36	MRPS10
MT-ND6	NDUFV1
NDUFA7	NDUFB5
NDUFS2	NDUFA12
ICT1	MRPL33
MRPL46	MRPL13
MRPL42	MRPS18A
MRPL46	MRPS10
MRPS16	MRPL21
ATP5G2	ATP5G3
MRPL2	MRPS15
MRPS16	MRPL4
MRPS12	MRPS18C
MRPL43	MRPL13
DAP3	MRPS18C
MRPL13	MRPS35
MRPS12	MRPS18A
MRPL19	MRPS35
MRPL1	MRPL13
MRPS15	MRPL27
NDUFAB1	MT-ND6
UQCRB	MT-CYB
NDUFB1	NDUFB4
MRPL43	MRPL17
MRPL46	MRPL32
DAP3	MRPL13
MRPS30	MRPL57
MRPS16	MRPL27
XIAP	CASP2
MRPL17	MRPL44
MRPS6	MRPL41
MRPL36	MRPL43
NDUFB1	NDUFA7
MRPL36	MRPL3
MRPS6	MRPS9
MRPL42	MRPL24
MRPS12	MRPS9
NDUFA3	NDUFA2
NDUFB6	MT-ND5
MRPS18C	MRPL15
NDUFB2	NDUFB6
MRPS5	MRPL27
MRPL35	MRPL28
MRPS16	MRPL13
MRPL47	MRPS15
MRPS18A	MRPS10
MRPS6	MRPL21
MRPL19	MRPL20
